feature_symbol	ensembl_id	entrezgene	TenX_symbol	hgnc_symbol	chromosome	biotype	description	gc_content
GSG1L	ENSG00000169181	146395	GSG1L	GSG1L	16	protein_coding	GSG1 like	48.19
XPO6	ENSG00000169180	23214	XPO6	XPO6	16	protein_coding	exportin 6	43.8
AC138904.1	ENSG00000246465	NA	RP11-57A19.2	NA	16	lincRNA	NA	49.16
SBK1	ENSG00000188322	388228	SBK1	SBK1	16	protein_coding	SH3 domain binding kinase 1	55.29
NPIPB6	ENSG00000198156	728741	NPIPB6	NPIPB6	16	protein_coding	nuclear pore complex interacting protein family member B6	46.08
EIF3CL	ENSG00000205609	728689	EIF3CL	EIF3CL	16	protein_coding	eukaryotic translation initiation factor 3 subunit C like	47.26
AC138894.2	ENSG00000270118	NA	RP11-57A19.5	NA	16	lincRNA	NA	54.72
NPIPB7	ENSG00000233232	NA	NPIPB7	NPIPB7	16	protein_coding	nuclear pore complex interacting protein family member B7	46.35
AC138894.1	ENSG00000261832	NA	RP11-435I10.4	NA	16	protein_coding	NA	48.12
CLN3	ENSG00000188603	1201	CLN3	CLN3	16	protein_coding	CLN3, battenin	50.61
APOBR	ENSG00000184730	55911	APOBR	APOBR	16	protein_coding	apolipoprotein B receptor	62.59
IL27	ENSG00000197272	246778	IL27	IL27	16	protein_coding	interleukin 27	54.11
NUPR1	ENSG00000176046	26471	NUPR1	NUPR1	16	protein_coding	nuclear protein 1, transcriptional regulator	50.75
AC020765.2	ENSG00000275441	NA	RP11-666O2.2	NA	16	antisense	NA	53.24
SGF29	ENSG00000176476	112869	SGF29	SGF29	16	protein_coding	SAGA complex associated factor 29	48.31
SULT1A2	ENSG00000197165	6799	SULT1A2	SULT1A2	16	protein_coding	sulfotransferase family 1A member 2	55.72
SULT1A1	ENSG00000196502	6817	SULT1A1	SULT1A1	16	protein_coding	sulfotransferase family 1A member 1	52.56
NPIPB8	ENSG00000255524	728734	NPIPB8	NPIPB8	16	protein_coding	nuclear pore complex interacting protein family member B8	45.84
EIF3C	ENSG00000184110	8663	EIF3C	EIF3C	16	protein_coding	eukaryotic translation initiation factor 3 subunit C	48.48
NPIPB9	ENSG00000196993	100507607	NPIPB9	NPIPB9	16	protein_coding	nuclear pore complex interacting protein family member B9	46.03
AC145285.2	ENSG00000251417	NA	RP11-1348G14.4	NA	16	lincRNA	NA	47.89
AC145285.3	ENSG00000260796	NA	RP11-1348G14.5	NA	16	antisense	NA	47.47
AC145285.6	ENSG00000275807	NA	RP11-1348G14.8	NA	16	antisense	NA	72.58
ATXN2L	ENSG00000168488	11273	ATXN2L	ATXN2L	16	protein_coding	ataxin 2 like	52.64
AC133550.1	ENSG00000260570	NA	RP11-24N18.1	NA	16	antisense	NA	54.8
TUFM	ENSG00000178952	7284	TUFM	TUFM	16	protein_coding	Tu translation elongation factor, mitochondrial	55.48
SH2B1	ENSG00000178188	25970	SH2B1	SH2B1	16	protein_coding	SH2B adaptor protein 1	51.11
AC133550.2	ENSG00000261766	NA	RP11-22P6.2	NA	16	antisense	NA	53.53
ATP2A1	ENSG00000196296	487	ATP2A1	ATP2A1	16	protein_coding	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	54.04
ATP2A1-AS1	ENSG00000260442	NA	ATP2A1-AS1	ATP2A1-AS1	16	antisense	ATP2A1 antisense RNA 1	59.34
RABEP2	ENSG00000177548	79874	RABEP2	RABEP2	16	protein_coding	rabaptin, RAB GTPase binding effector protein 2	52.63
CD19	ENSG00000177455	930	CD19	CD19	16	protein_coding	CD19 molecule	56.59
NFATC2IP	ENSG00000176953	84901	NFATC2IP	NFATC2IP	16	protein_coding	nuclear factor of activated T cells 2 interacting protein	49.47
AC109460.2	ENSG00000260853	NA	RP11-264B17.2	NA	16	antisense	NA	48.09
AC109460.1	ENSG00000260367	NA	RP11-264B17.4	NA	16	antisense	NA	54.25
SPNS1	ENSG00000169682	83985	SPNS1	SPNS1	16	protein_coding	sphingolipid transporter 1 (putative)	55.79
LAT	ENSG00000213658	27040	LAT	LAT	16	protein_coding	linker for activation of T cells	58.04
AC109460.4	ENSG00000261552	NA	RP11-264B17.5	NA	16	antisense	NA	60.28
AC009093.2	ENSG00000260517	NA	RP11-426C22.5	NA	16	lincRNA	NA	51.44
AC009093.1	ENSG00000259807	NA	RP11-426C22.4	NA	16	lincRNA	NA	54.58
AC009093.5	ENSG00000273582	NA	RP11-426C22.7	NA	16	lincRNA	NA	50.07
AC009093.4	ENSG00000260953	NA	RP11-426C22.6	NA	16	lincRNA	NA	51.34
AC009093.6	ENSG00000277999	NA	RP11-426C22.8	NA	16	lincRNA	NA	53.35
AC025279.1	ENSG00000198106	NA	RP11-231C14.7	NA	16	processed_transcript	NA	50.43
NPIPB11	ENSG00000254206	728888	NPIPB11	NPIPB11	16	protein_coding	nuclear pore complex interacting protein family member B11	47.5
BOLA2	ENSG00000183336	107984053	BOLA2	BOLA2	16	protein_coding	bolA family member 2	44.39
BOLA2-SMG1P6	ENSG00000261740	107282092	RP11-345J4.5	BOLA2-SMG1P6	16	protein_coding	BOLA2-SMG1P6 readthrough	43.95
SLX1B	ENSG00000181625	105369236	SLX1B	SLX1B	16	protein_coding	SLX1 homolog B, structure-specific endonuclease subunit	59.99
SULT1A4	ENSG00000213648	105369243	SULT1A4	SULT1A4	16	protein_coding	sulfotransferase family 1A member 4	55.97
AC133555.3	ENSG00000258150	NA	RP11-345J4.3	NA	16	protein_coding	NA	61.56
NPIPB12	ENSG00000169203	NA	RP11-231C14.4	NPIPB12	16	protein_coding	nuclear pore complex interacting protein family, member B12	47.14
SPN	ENSG00000197471	105369247	SPN	SPN	16	protein_coding	sialophorin	52.92
AC009086.2	ENSG00000277669	NA	AC009133.22	NA	16	protein_coding	NA	51.48
QPRT	ENSG00000103485	105369247	QPRT	QPRT	16	protein_coding	quinolinate phosphoribosyltransferase	51.92
C16orf54	ENSG00000185905	105369277	C16orf54	C16orf54	16	protein_coding	chromosome 16 open reading frame 54	56.72
AC009133.3	ENSG00000260719	NA	AC009133.17	NA	16	antisense	NA	55.03
ZG16	ENSG00000174992	653808	ZG16	ZG16	16	protein_coding	zymogen granule protein 16	50.04
KIF22	ENSG00000079616	3835	KIF22	KIF22	16	protein_coding	kinesin family member 22	50.19
AC009133.4	ENSG00000275857	NA	AC009133.21	NA	16	antisense	NA	50.27
MAZ	ENSG00000103495	4150	MAZ	MAZ	16	protein_coding	MYC associated zinc finger protein	66.53
AC009133.2	ENSG00000259952	NA	AC009133.15	NA	16	antisense	NA	76.48
AC009133.1	ENSG00000238045	NA	AC009133.12	NA	16	antisense	NA	58.59
PRRT2	ENSG00000167371	112476	PRRT2	PRRT2	16	protein_coding	proline rich transmembrane protein 2	61.52
AC009133.6	ENSG00000280893	NA	AC009133.23	NA	16	protein_coding	NA	57.46
PAGR1	ENSG00000280789	79447	PAGR1	PAGR1	16	protein_coding	PAXIP1 associated glutamate rich protein 1	54.75
AC120114.5	ENSG00000281348	NA	CTD-2574D22.6	NA	16	protein_coding	NA	51.24
MVP	ENSG00000013364	9961	MVP	MVP	16	protein_coding	major vault protein	52.54
CDIPT	ENSG00000103502	10423	CDIPT	CDIPT	16	protein_coding	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	56.47
AC120114.3	ENSG00000278713	NA	CTD-2574D22.7	NA	16	antisense	NA	65.2
CDIPTOSP	ENSG00000214725	NA	CDIPT-AS1	CDIPTOSP	16	transcribed_unitary_pseudogene	CDIP transferase opposite strand, pseudogene	52.79
SEZ6L2	ENSG00000174938	26470	SEZ6L2	SEZ6L2	16	protein_coding	seizure related 6 homolog like 2	52.94
ASPHD1	ENSG00000174939	253982	ASPHD1	ASPHD1	16	protein_coding	aspartate beta-hydroxylase domain containing 1	50.19
KCTD13	ENSG00000174943	253980	KCTD13	KCTD13	16	protein_coding	potassium channel tetramerization domain containing 13	48.72
AC120114.1	ENSG00000247735	NA	CTD-2574D22.2	NA	16	antisense	NA	47.76
TMEM219	ENSG00000149932	124446	TMEM219	TMEM219	16	protein_coding	transmembrane protein 219	47.42
TAOK2	ENSG00000149930	9344	TAOK2	TAOK2	16	protein_coding	TAO kinase 2	55.16
HIRIP3	ENSG00000149929	8479	HIRIP3	HIRIP3	16	protein_coding	HIRA interacting protein 3	58.04
INO80E	ENSG00000169592	283899	INO80E	INO80E	16	protein_coding	INO80 complex subunit E	57.4
DOC2A	ENSG00000149927	8448	DOC2A	DOC2A	16	protein_coding	double C2 domain alpha	55.16
C16orf92	ENSG00000167194	146378	C16orf92	C16orf92	16	protein_coding	chromosome 16 open reading frame 92	59.69
FAM57B	ENSG00000149926	83723	FAM57B	FAM57B	16	protein_coding	family with sequence similarity 57 member B	52
ALDOA	ENSG00000149925	226	ALDOA	ALDOA	16	protein_coding	aldolase, fructose-bisphosphate A	59.26
AC093512.1	ENSG00000274904	NA	CTD-2515O10.5	NA	16	antisense	NA	61.54
PPP4C	ENSG00000149923	5531	PPP4C	PPP4C	16	protein_coding	protein phosphatase 4 catalytic subunit	54.46
TBX6	ENSG00000149922	6911	TBX6	TBX6	16	protein_coding	T-box 6	57.33
YPEL3	ENSG00000090238	83719	YPEL3	YPEL3	16	protein_coding	yippee like 3	58.41
AC012645.1	ENSG00000250616	NA	RP11-455F5.3	NA	16	antisense	NA	47.57
GDPD3	ENSG00000102886	79153	GDPD3	GDPD3	16	protein_coding	glycerophosphodiester phosphodiesterase domain containing 3	53.92
AC012645.2	ENSG00000261367	NA	RP11-455F5.4	NA	16	antisense	NA	53.44
AC012645.4	ENSG00000275371	NA	RP11-455F5.6	NA	16	antisense	NA	52.03
MAPK3	ENSG00000102882	5595	MAPK3	MAPK3	16	protein_coding	mitogen-activated protein kinase 3	56.36
CORO1A	ENSG00000102879	11151	CORO1A	CORO1A	16	protein_coding	coronin 1A	64.42
AC012645.3	ENSG00000261416	NA	RP11-455F5.5	NA	16	antisense	NA	67.24
BOLA2B	ENSG00000169627	107984053	BOLA2B	BOLA2B	16	protein_coding	bolA family member 2B	63.15
SLX1A	ENSG00000132207	105369236	SLX1A	SLX1A	16	protein_coding	SLX1 homolog A, structure-specific endonuclease subunit	59.95
SULT1A3	ENSG00000261052	105369243	SULT1A3	SULT1A3	16	protein_coding	sulfotransferase family 1A member 3	55.95
AC106782.1	ENSG00000258130	NA	RP11-347C12.3	NA	16	protein_coding	NA	58.35
NPIPB13	ENSG00000198064	613037	RP11-347C12.1	NPIPB13	16	protein_coding	nuclear pore complex interacting protein family, member B13	46.11
CD2BP2	ENSG00000169217	10421	CD2BP2	CD2BP2	16	protein_coding	CD2 cytoplasmic tail binding protein 2	57.88
AC106782.2	ENSG00000260219	NA	RP11-347C12.10	NA	16	lincRNA	NA	58.47
TBC1D10B	ENSG00000169221	26000	TBC1D10B	TBC1D10B	16	protein_coding	TBC1 domain family member 10B	54.1
AC106782.6	ENSG00000274653	NA	RP11-347C12.11	NA	16	antisense	NA	57.03
MYLPF	ENSG00000180209	29895	MYLPF	MYLPF	16	protein_coding	myosin light chain, phosphorylatable, fast skeletal muscle	54.7
ZNF48	ENSG00000180035	197407	ZNF48	ZNF48	16	protein_coding	zinc finger protein 48	53.07
SEPT1	ENSG00000180096	1731	SEPT1	SEPT1	16	protein_coding	septin 1	52.75
ZNF771	ENSG00000179965	51333	ZNF771	ZNF771	16	protein_coding	zinc finger protein 771	51.85
DCTPP1	ENSG00000179958	79077	DCTPP1	DCTPP1	16	protein_coding	dCTP pyrophosphatase 1	53.23
SEPHS2	ENSG00000179918	22928	SEPHS2	SEPHS2	16	protein_coding	selenophosphate synthetase 2	51.31
ITGAL	ENSG00000005844	3683	ITGAL	ITGAL	16	protein_coding	integrin subunit alpha L	50.46
AC116348.3	ENSG00000261346	NA	RP11-297C4.2	NA	16	antisense	NA	49.45
AC116348.1	ENSG00000260487	NA	RP11-297C4.3	NA	16	antisense	NA	51.12
AC116348.2	ENSG00000261332	NA	RP11-297C4.1	NA	16	antisense	NA	54.37
ZNF768	ENSG00000169957	79724	ZNF768	ZNF768	16	protein_coding	zinc finger protein 768	64.52
AC002310.5	ENSG00000261459	NA	AC002310.11	NA	16	protein_coding	NA	58.01
ZNF747	ENSG00000169955	65988	ZNF747	ZNF747	16	protein_coding	zinc finger protein 747	57.48
AC002310.4	ENSG00000260869	NA	AC002310.13	NA	16	protein_coding	NA	51.84
AC002310.1	ENSG00000235560	NA	AC002310.12	NA	16	antisense	NA	49.9
ZNF764	ENSG00000169951	92595	ZNF764	ZNF764	16	protein_coding	zinc finger protein 764	58.06
ZNF688	ENSG00000229809	146542	ZNF688	ZNF688	16	protein_coding	zinc finger protein 688	56.77
AC002310.2	ENSG00000239791	NA	AC002310.7	NA	16	antisense	NA	49.03
ZNF785	ENSG00000197162	146540	ZNF785	ZNF785	16	protein_coding	zinc finger protein 785	49.75
AC093249.2	ENSG00000260167	NA	RP11-146F11.5	NA	16	antisense	NA	46.69
ZNF689	ENSG00000156853	115509	ZNF689	ZNF689	16	protein_coding	zinc finger protein 689	48.18
PRR14	ENSG00000156858	78994	PRR14	PRR14	16	protein_coding	proline rich 14	57.98
FBRS	ENSG00000156860	64319	FBRS	FBRS	16	protein_coding	fibrosin	59.46
AC093249.6	ENSG00000261840	730183	RP11-146F11.1	NA	16	antisense	uncharacterized LOC730183	66.42
SRCAP	ENSG00000080603	10847	SRCAP	SRCAP	16	protein_coding	Snf2 related CREBBP activator protein	49.63
AC106886.5	ENSG00000282034	NA	RP11-2C24.9	NA	16	protein_coding	NA	49.15
TMEM265	ENSG00000281991	100862671	TMEM265	TMEM265	16	protein_coding	transmembrane protein 265	49.78
PHKG2	ENSG00000156873	5261	PHKG2	PHKG2	16	protein_coding	phosphorylase kinase catalytic subunit gamma 2	52.63
CCDC189	ENSG00000196118	90835	CCDC189	CCDC189	16	protein_coding	coiled-coil domain containing 189	54.9
RNF40	ENSG00000103549	9810	RNF40	RNF40	16	protein_coding	ring finger protein 40	55.81
ZNF629	ENSG00000102870	23361	ZNF629	ZNF629	16	protein_coding	zinc finger protein 629	57.75
AC106886.3	ENSG00000274678	NA	RP11-2C24.7	NA	16	lincRNA	NA	50.82
BCL7C	ENSG00000099385	9274	BCL7C	BCL7C	16	protein_coding	BCL tumor suppressor 7C	48.81
MIR762HG	ENSG00000260083	NA	MIR762HG	MIR762HG	16	antisense	MIR762 host gene	52.7
CTF1	ENSG00000150281	1489	CTF1	CTF1	16	protein_coding	cardiotrophin 1	53.74
FBXL19-AS1	ENSG00000260852	NA	FBXL19-AS1	FBXL19-AS1	16	antisense	FBXL19 antisense RNA 1	52.62
FBXL19	ENSG00000099364	54620	FBXL19	FBXL19	16	protein_coding	F-box and leucine rich repeat protein 19	55.33
ORAI3	ENSG00000175938	93129	ORAI3	ORAI3	16	protein_coding	ORAI calcium release-activated calcium modulator 3	54.22
AC135048.3	ENSG00000275263	NA	RP11-1072A3.4	NA	16	lincRNA	NA	55.79
SETD1A	ENSG00000099381	9739	SETD1A	SETD1A	16	protein_coding	SET domain containing 1A	55.71
HSD3B7	ENSG00000099377	80270	HSD3B7	HSD3B7	16	protein_coding	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	60.64
STX1B	ENSG00000099365	112755	STX1B	STX1B	16	protein_coding	syntaxin 1B	55.24
STX4	ENSG00000103496	6810	STX4	STX4	16	protein_coding	syntaxin 4	55.52
AC135050.3	ENSG00000260911	NA	RP11-196G11.2	NA	16	lincRNA	NA	48.16
AC135050.1	ENSG00000232748	NA	RP11-196G11.6	NA	16	lincRNA	NA	52.43
ZNF668	ENSG00000167394	79759	ZNF668	ZNF668	16	protein_coding	zinc finger protein 668	54.5
AC135050.4	ENSG00000261124	NA	AC135050.5	NA	16	antisense	NA	49.79
ZNF646	ENSG00000167395	9726	ZNF646	ZNF646	16	protein_coding	zinc finger protein 646	58.57
PRSS53	ENSG00000151006	339105	PRSS53	PRSS53	16	protein_coding	serine protease 53	58.82
AC135050.2	ENSG00000255439	NA	RP11-196G11.1	NA	16	protein_coding	NA	56.82
VKORC1	ENSG00000167397	79001	VKORC1	VKORC1	16	protein_coding	vitamin K epoxide reductase complex subunit 1	55.01
BCKDK	ENSG00000103507	10295	BCKDK	BCKDK	16	protein_coding	branched chain ketoacid dehydrogenase kinase	57.82
KAT8	ENSG00000103510	84148	KAT8	KAT8	16	protein_coding	lysine acetyltransferase 8	52.56
AC009088.3	ENSG00000261385	NA	RP11-388M20.2	NA	16	antisense	NA	59.33
PRSS8	ENSG00000052344	5652	PRSS8	PRSS8	16	protein_coding	serine protease 8	59.05
PRSS36	ENSG00000178226	146547	PRSS36	PRSS36	16	protein_coding	serine protease 36	57.63
FUS	ENSG00000089280	2521	FUS	FUS	16	protein_coding	FUS RNA binding protein	46.87
AC009088.2	ENSG00000260304	NA	RP11-388M20.6	NA	16	antisense	NA	51.35
AC009088.1	ENSG00000260060	NA	RP11-388M20.1	NA	16	antisense	NA	50.06
PYCARD	ENSG00000103490	29108	PYCARD	PYCARD	16	protein_coding	PYD and CARD domain containing	61.9
PYCARD-AS1	ENSG00000261359	NA	PYCARD-AS1	PYCARD-AS1	16	antisense	PYCARD antisense RNA 1	62.82
TRIM72	ENSG00000177238	493829	TRIM72	TRIM72	16	protein_coding	tripartite motif containing 72	54.9
PYDC1	ENSG00000169900	260434	PYDC1	PYDC1	16	protein_coding	pyrin domain containing 1	61.23
ITGAM	ENSG00000169896	3684	ITGAM	ITGAM	16	protein_coding	integrin subunit alpha M	43.36
ITGAX	ENSG00000140678	3687	ITGAX	ITGAX	16	protein_coding	integrin subunit alpha X	52.2
ITGAD	ENSG00000156886	3681	ITGAD	ITGAD	16	protein_coding	integrin subunit alpha D	51.78
COX6A2	ENSG00000156885	1339	COX6A2	COX6A2	16	protein_coding	cytochrome c oxidase subunit 6A2	71.49
AC026471.5	ENSG00000277543	NA	RP11-452L6.8	NA	16	antisense	NA	56.1
ZNF843	ENSG00000176723	283933	ZNF843	ZNF843	16	protein_coding	zinc finger protein 843	49.83
AC026471.4	ENSG00000261474	NA	RP11-452L6.1	NA	16	lincRNA	NA	48.37
AC026471.1	ENSG00000260267	NA	RP11-452L6.5	NA	16	antisense	NA	59.88
ARMC5	ENSG00000140691	79798	ARMC5	ARMC5	16	protein_coding	armadillo repeat containing 5	58.18
TGFB1I1	ENSG00000140682	7041	TGFB1I1	TGFB1I1	16	protein_coding	transforming growth factor beta 1 induced transcript 1	60.05
SLC5A2	ENSG00000140675	6524	SLC5A2	SLC5A2	16	protein_coding	solute carrier family 5 member 2	59.32
AC026471.3	ENSG00000260740	NA	AC026471.6	NA	16	antisense	NA	67.85
C16orf58	ENSG00000140688	64755	C16orf58	C16orf58	16	protein_coding	chromosome 16 open reading frame 58	51.18
AC026471.2	ENSG00000260625	NA	RP11-452L6.7	NA	16	antisense	NA	48.85
AHSP	ENSG00000169877	51327	AHSP	AHSP	16	protein_coding	alpha hemoglobin stabilizing protein	52.13
AC106730.1	ENSG00000261648	NA	CTD-2014E2.2	NA	16	lincRNA	NA	43.7
LINC02190	ENSG00000261475	NA	CTD-2014E2.6	LINC02190	16	lincRNA	long intergenic non-protein coding RNA 2190	41.08
AC074050.2	ENSG00000260568	NA	CTD-2358C21.3	NA	16	lincRNA	NA	45.82
AC074050.4	ENSG00000276867	NA	CTD-2358C21.5	NA	16	lincRNA	NA	48.97
AC074050.3	ENSG00000261731	NA	CTD-2358C21.4	NA	16	antisense	NA	54.25
ZNF720	ENSG00000197302	124411	ZNF720	ZNF720	16	protein_coding	zinc finger protein 720	38.78
ZNF267	ENSG00000185947	10308	ZNF267	ZNF267	16	protein_coding	zinc finger protein 267	38.82
IGHV1OR16-1	ENSG00000261704	NA	IGHV1OR16-1	IGHV1OR16-1	16	IG_V_pseudogene	immunoglobulin heavy variable 1/OR16-1 (pseudogene)	51.69
IGHV1OR16-3	ENSG00000260048	NA	IGHV1OR16-3	IGHV1OR16-3	16	IG_V_pseudogene	immunoglobulin heavy variable 1/OR16-3 (pseudogene)	58.48
IGHV3OR16-9	ENSG00000270472	NA	IGHV3OR16-9	IGHV3OR16-9	16	IG_V_gene	immunoglobulin heavy variable 3/OR16-9 (non-functional)	54.42
AC133485.5	ENSG00000260847	NA	RP11-17M15.1	NA	16	lincRNA	NA	43.32
AC133485.3	ENSG00000260575	NA	RP11-56L13.7	NA	16	antisense	NA	46.52
TP53TG3D	ENSG00000205456	102724127	TP53TG3D	TP53TG3D	16	protein_coding	TP53 target 3D	50.84
AC133485.2	ENSG00000260402	NA	RP11-56L13.1	NA	16	lincRNA	NA	47.54
AC138915.3	ENSG00000261541	NA	RP11-626K17.3	NA	16	lincRNA	NA	36.39
AC138907.7	ENSG00000261569	NA	RP11-586K12.11	NA	16	lincRNA	NA	39.7
AC138907.1	ENSG00000260311	NA	RP11-586K12.10	NA	16	lincRNA	NA	48.41
TP53TG3	ENSG00000183632	102724127	TP53TG3	TP53TG3	16	protein_coding	TP53 target 3	50.83
AC138907.3	ENSG00000260974	NA	RP11-586K12.8	NA	16	antisense	NA	46.53
AC138907.2	ENSG00000260845	NA	RP11-586K12.4	NA	16	lincRNA	NA	43.27
AC137761.1	ENSG00000260158	NA	RP11-67H24.2	NA	16	lincRNA	NA	39.76
IGHV2OR16-5	ENSG00000259303	NA	IGHV2OR16-5	IGHV2OR16-5	16	IG_V_gene	immunoglobulin heavy variable 2/OR16-5 (non-functional)	52.7
AC142086.1	ENSG00000214614	NA	RP11-989E6.3	NA	16	lincRNA	NA	60.88
IGHV3OR16-15	ENSG00000261834	NA	IGHV3OR16-15	IGHV3OR16-15	16	IG_V_pseudogene	immunoglobulin heavy variable 3/OR16-15 (pseudogene)	50.55
IGHV3OR16-6	ENSG00000270864	NA	IGHV3OR16-6	IGHV3OR16-6	16	IG_V_pseudogene	immunoglobulin heavy variable 3/OR16-6 (pseudogene)	50.76
IGHV1OR16-2	ENSG00000259852	NA	IGHV1OR16-2	IGHV1OR16-2	16	IG_V_pseudogene	immunoglobulin heavy variable 1/OR16-2 (pseudogene)	51.51
IGHV3OR16-10	ENSG00000233732	NA	IGHV3OR16-10	IGHV3OR16-10	16	IG_V_gene	immunoglobulin heavy variable 3/OR16-10 (non-functional)	49.56
AC142086.4	ENSG00000260921	NA	RP11-989E6.8	NA	16	lincRNA	NA	45.06
IGHV1OR16-4	ENSG00000259997	NA	IGHV1OR16-4	IGHV1OR16-4	16	IG_V_pseudogene	immunoglobulin heavy variable 1/OR16-4 (pseudogene)	58.82
IGHV3OR16-8	ENSG00000271130	NA	IGHV3OR16-8	IGHV3OR16-8	16	IG_V_gene	immunoglobulin heavy variable 3/OR16-8 (non-functional)	51.35
AC145350.2	ENSG00000260141	NA	RP11-19N8.4	NA	16	lincRNA	NA	36.28
AC145350.4	ENSG00000261682	NA	RP11-19N8.7	NA	16	lincRNA	NA	43.34
AC138869.2	ENSG00000260419	NA	RP11-1437A8.3	NA	16	antisense	NA	46.55
TP53TG3C	ENSG00000205457	102724127	TP53TG3C	TP53TG3C	16	protein_coding	TP53 target 3C	50.81
AC138869.3	ENSG00000260827	NA	RP11-1437A8.4	NA	16	lincRNA	NA	48.25
AC141257.2	ENSG00000261507	NA	RP11-1437A8.6	NA	16	lincRNA	NA	41.3
TP53TG3E	ENSG00000275034	102724127	TP53TG3E	TP53TG3E	16	protein_coding	TP53 target 3 family member E	50.86
TP53TG3B	ENSG00000261509	102724127	TP53TG3B	TP53TG3B	16	protein_coding	TP53 target 3B	50.83
AC141257.1	ENSG00000261009	NA	RP11-1437A8.5	NA	16	lincRNA	NA	49.32
TP53TG3F	ENSG00000278848	102724127	TP53TG3F	TP53TG3F	16	protein_coding	TP53 target 3 family member F	50.83
AC136944.1	ENSG00000260626	NA	RP11-23E10.3	NA	16	lincRNA	NA	40.65
AC136944.2	ENSG00000261200	NA	RP11-989E6.10	NA	16	lincRNA	NA	56.36
AC136944.4	ENSG00000261466	NA	RP11-23E10.2	NA	16	lincRNA	NA	44.96
IGHV3OR16-12	ENSG00000270467	NA	IGHV3OR16-12	IGHV3OR16-12	16	IG_V_gene	immunoglobulin heavy variable 3/OR16-12 (non-functional)	50.66
IGHV3OR16-13	ENSG00000271178	NA	IGHV3OR16-13	IGHV3OR16-13	16	IG_V_gene	immunoglobulin heavy variable 3/OR16-13 (non-functional)	51.12
AC136428.1	ENSG00000259680	NA	RP11-812E19.9	NA	16	protein_coding	NA	50.67
AC140658.1	ENSG00000260312	NA	RP11-812E19.7	NA	16	lincRNA	NA	47.1
IGHV3OR16-11	ENSG00000270318	NA	IGHV3OR16-11	IGHV3OR16-11	16	IG_V_pseudogene	immunoglobulin heavy variable 3/OR16-11 (pseudogene)	50.11
IGHV3OR16-7	ENSG00000271620	NA	IGHV3OR16-7	IGHV3OR16-7	16	IG_V_pseudogene	immunoglobulin heavy variable 3/OR16-7 (pseudogene)	50.97
AC133561.2	ENSG00000205452	NA	RP11-812E19.3	NA	16	lincRNA	NA	63.06
LINC00273	ENSG00000256642	NA	LINC00273	LINC00273	16	lincRNA	long intergenic non-protein coding RNA 273	70.39
LINC02184	ENSG00000260854	NA	CTD-2144E22.8	LINC02184	16	lincRNA	long intergenic non-protein coding RNA 2184	54.22
AC135776.1	ENSG00000179755	NA	CTD-2144E22.5	NA	16	lincRNA	NA	59.01
AC135776.2	ENSG00000261566	NA	CTD-2144E22.6	NA	16	lincRNA	NA	55.36
AC023824.5	ENSG00000261800	NA	RP11-244B22.11	NA	16	lincRNA	NA	57.59
AC023824.1	ENSG00000260073	NA	RP11-488I20.9	NA	16	lincRNA	NA	47.83
AC023824.4	ENSG00000261398	NA	RP11-244B22.6	NA	16	lincRNA	NA	49.66
AC023824.3	ENSG00000260958	NA	RP11-488I20.8	NA	16	lincRNA	NA	41.36
LINC01566	ENSG00000259841	NA	LINC01566	LINC01566	16	lincRNA	long intergenic non-protein coding RNA 1566	39.48
AC018558.2	ENSG00000261350	NA	RP11-80F22.14	NA	16	lincRNA	NA	34.86
AC018558.3	ENSG00000261445	NA	RP11-80F22.4	NA	16	lincRNA	NA	39.9
AC018558.1	ENSG00000260857	NA	RP11-80F22.15	NA	16	lincRNA	NA	50.8
AC092325.1	ENSG00000259791	NA	RP11-14K3.7	NA	16	lincRNA	NA	33.21
LINC02167	ENSG00000261122	NA	FLJ26245	LINC02167	16	lincRNA	long intergenic non-protein coding RNA 2167	56.91
AC106785.2	ENSG00000260611	NA	RP11-352B15.2	NA	16	lincRNA	NA	39.73
SHCBP1	ENSG00000171241	79801	SHCBP1	SHCBP1	16	protein_coding	SHC binding and spindle associated 1	39.54
AC092368.3	ENSG00000261512	NA	RP11-46D6.1	NA	16	lincRNA	NA	57.7
VPS35	ENSG00000069329	55737	VPS35	VPS35	16	protein_coding	VPS35, retromer complex component	38.86
ORC6	ENSG00000091651	23594	ORC6	ORC6	16	protein_coding	origin recognition complex subunit 6	44.16
MYLK3	ENSG00000140795	91807	MYLK3	MYLK3	16	protein_coding	myosin light chain kinase 3	46.75
C16orf87	ENSG00000155330	388272	C16orf87	C16orf87	16	protein_coding	chromosome 16 open reading frame 87	37.09
GPT2	ENSG00000166123	84706	GPT2	GPT2	16	protein_coding	glutamic--pyruvic transaminase 2	51.96
DNAJA2	ENSG00000069345	10294	DNAJA2	DNAJA2	16	protein_coding	DnaJ heat shock protein family (Hsp40) member A2	42.72
AC018845.3	ENSG00000261173	NA	RP11-169E6.1	NA	16	antisense	NA	43.26
AC018845.1	ENSG00000259821	NA	RP11-169E6.4	NA	16	lincRNA	NA	45.27
NETO2	ENSG00000171208	81831	NETO2	NETO2	16	protein_coding	neuropilin and tolloid like 2	38.7
